Seat Name En,Seat Name Mm,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Mandalay Constituency 7,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,68.179566288%
Mandalay Constituency 7,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National Development Party,5f3f9035c749de0ddc9de08b,2.433007725%
Mandalay Constituency 8,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,56.285872486%
Mandalay Constituency 8,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,National Unity Party,5f3f9035c749de0ddc9de02e,5.863167988%
Mandalay Constituency 8,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,37.850959526%
Mandalay Constituency 9,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.887606372%
Mandalay Constituency 9,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National Unity Party,5f3f9035c749de0ddc9de02e,4.139249621%
Mandalay Constituency 9,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,41.776305288%
Mandalay Constituency 9,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,,,19.196838719%
Mandalay Constituency 10,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.594769634%
Mandalay Constituency 10,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National Unity Party,5f3f9035c749de0ddc9de02e,3.437127263%
Mandalay Constituency 10,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,51.964975957%
Mandalay Constituency 10,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National Democratic Force,5f3f9035c749de0ddc9de052,2.150041524%
Mandalay Constituency 10,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,,,12.853085622%
Mandalay Constituency 11,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,United Democratic Party,5f3f9035c749de0ddc9de03c,1.971220335%
Mandalay Constituency 11,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.541072170%
Mandalay Constituency 11,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,40.677087897%
Mandalay Constituency 11,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,National Democratic Force,5f3f9035c749de0ddc9de052,3.810619597%
Mandalay Constituency 12,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.964423313%
Mandalay Constituency 12,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,51.035576687%
Mon Constituency 1,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.907446080%
Mon Constituency 1,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,66.184406168%
Mon Constituency 1,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Development Party,5f3f9035c749de0ddc9de08b,4.184974188%
Mon Constituency 1,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,Mon National Party,5f3f9035c749de0ddc9de066,5.155620896%
Mon Constituency 1,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၁,88 Generation Student Youths (Union of Myanmar),5f3f9035c749de0ddc9de03d,4.567552667%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.924268702%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,National Unity Party,5f3f9035c749de0ddc9de02e,1.863799283%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,49.825413343%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,Mon National Party,5f3f9035c749de0ddc9de066,19.678575558%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,All Mon Region Democracy Party,5f3f9035c749de0ddc9de039,12.003699850%
Mon Constituency 8,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၈,,,1.704243265%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.865364041%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,2.245340391%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,3.256095501%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Arakan Patriot Party,5f3f9035c749de0ddc9de08d,2.998479644%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Arakan National Party,5f3f9035c749de0ddc9de076,65.738498789%
Rakhine Constituency 1,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁,,,1.896221634%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.204290304%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National Unity Party,5f3f9035c749de0ddc9de02e,2.817023041%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,3.614978065%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Arakan Patriot Party,5f3f9035c749de0ddc9de08d,4.274759059%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Arakan National Party,5f3f9035c749de0ddc9de076,69.254551107%
Rakhine Constituency 2,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၂,,,5.834398425%
Rakhine Constituency 3,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.437149432%
Rakhine Constituency 3,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,3.449050769%
Rakhine Constituency 3,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,9.842873580%
Rakhine Constituency 3,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Arakan National Party,5f3f9035c749de0ddc9de076,66.485689630%
Rakhine Constituency 3,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၃,,,3.785236589%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.719418686%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National Unity Party,5f3f9035c749de0ddc9de02e,3.496968801%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,3.280454574%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Mro National Development Party,5f3f9035c749de0ddc9de02d,2.001436387%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Mro National Democracy Party,5f3f9035c749de0ddc9de07c,3.756785873%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Arakan Patriot Party,5f3f9035c749de0ddc9de08d,1.233603008%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Arakan National Party,5f3f9035c749de0ddc9de076,70.741006738%
Rakhine Constituency 4,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၄,,,2.770325933%
Rakhine Constituency 5,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.139324828%
Rakhine Constituency 5,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,National Unity Party,5f3f9035c749de0ddc9de02e,2.219713221%
Rakhine Constituency 5,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Mro National Democracy Party,5f3f9035c749de0ddc9de07c,7.343344247%
Rakhine Constituency 5,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Arakan National Party,5f3f9035c749de0ddc9de076,68.280456136%
Rakhine Constituency 5,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၅,,,4.017161567%
Rakhine Constituency 6,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.841176739%
Rakhine Constituency 6,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,3.061442130%
Rakhine Constituency 6,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,9.137860114%
Rakhine Constituency 6,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Chin League for Democracy,5f3f9035c749de0ddc9de077,3.051539481%
Rakhine Constituency 6,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Arakan National Party,5f3f9035c749de0ddc9de076,59.907981535%
Rakhine Constituency 7,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,52.500558160%
Rakhine Constituency 7,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,6.586291583%
Rakhine Constituency 7,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Mro Nationality Party,5f3f9035c749de0ddc9de060,3.773163653%
Rakhine Constituency 7,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Arakan National Party,5f3f9035c749de0ddc9de076,37.139986604%
Rakhine Constituency 8,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.238220132%
Rakhine Constituency 8,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,6.837297640%
Rakhine Constituency 8,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Arakan National Party,5f3f9035c749de0ddc9de076,54.924482228%
Rakhine Constituency 9,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.483649538%
Rakhine Constituency 9,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,5.640830076%
Rakhine Constituency 9,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Daingnet Ethnics Development Party,5f3f9035c749de0ddc9de090,8.952235675%
Rakhine Constituency 9,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Arakan National Party,5f3f9035c749de0ddc9de076,41.923284711%
Rakhine Constituency 10,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.173936073%
Rakhine Constituency 10,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Rakhine State National United Party,5f3f9035c749de0ddc9de034,6.507833031%
Rakhine Constituency 10,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,25.416097949%
Rakhine Constituency 10,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Arakan National Party,5f3f9035c749de0ddc9de076,37.333713611%
Rakhine Constituency 10,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,,,4.568419337%
Rakhine Constituency 11,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.316713270%
Rakhine Constituency 11,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,23.063872569%
Rakhine Constituency 11,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Arakan National Party,5f3f9035c749de0ddc9de076,42.619414161%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.602215342%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Rakhine State National United Party,5f3f9035c749de0ddc9de034,3.408005916%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,3.711553002%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,43.782527830%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Democratic Party for a New Society,5f3f9035c749de0ddc9de079,1.074556683%
Rakhine Constituency 12,ရခိုင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Arakan National Party,5f3f9035c749de0ddc9de076,23.421141227%
Sagaing Constituency 1,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.676492976%
Sagaing Constituency 1,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,72.127814519%
Sagaing Constituency 1,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,3.195692504%
Sagaing Constituency 2,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.851890116%
Sagaing Constituency 2,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,73.975329208%
Sagaing Constituency 2,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National Development Party,5f3f9035c749de0ddc9de08b,3.172780676%
Sagaing Constituency 3,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,United Democratic Party,5f3f9035c749de0ddc9de03c,1.462260302%
Sagaing Constituency 3,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.729906161%
Sagaing Constituency 3,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,67.164694682%
Sagaing Constituency 3,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,1.643138855%
Sagaing Constituency 4,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.539082194%
Sagaing Constituency 4,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,76.800306264%
Sagaing Constituency 4,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,3.660611542%
Sagaing Constituency 5,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.746358537%
Sagaing Constituency 5,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,73.108349764%
Sagaing Constituency 5,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National Development Party,5f3f9035c749de0ddc9de08b,2.145291699%
Sagaing Constituency 6,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.858456153%
Sagaing Constituency 6,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,1.587894639%
Sagaing Constituency 6,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,7.701043193%
Sagaing Constituency 6,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,62.852606015%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.834077630%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,2.320706759%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,1.937231921%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National Unity Party,5f3f9035c749de0ddc9de02e,3.940214993%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,64.175771804%
Sagaing Constituency 7,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National Democratic Force,5f3f9035c749de0ddc9de052,2.791996893%
Sagaing Constituency 8,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.909688939%
Sagaing Constituency 8,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,National Unity Party,5f3f9035c749de0ddc9de02e,5.352128559%
Sagaing Constituency 8,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,61.738182502%
Sagaing Constituency 9,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.093363070%
Sagaing Constituency 9,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National Unity Party,5f3f9035c749de0ddc9de02e,2.305237253%
Sagaing Constituency 9,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,54.522033377%
Sagaing Constituency 9,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Chin National Democratic Party,5f3f9035c749de0ddc9de041,6.079366300%
Sagaing Constituency 10,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.449147526%
Sagaing Constituency 10,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National Unity Party,5f3f9035c749de0ddc9de02e,6.290549088%
Sagaing Constituency 10,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,52.260303386%
Sagaing Constituency 11,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.246566489%
Sagaing Constituency 11,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Tai-Leng Nationalities Development Party,5f3f9035c749de0ddc9de061,31.230139495%
Sagaing Constituency 11,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,National Unity Party,5f3f9035c749de0ddc9de02e,8.359814007%
Sagaing Constituency 11,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,44.163480009%
Sagaing Constituency 12,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.104458259%
Sagaing Constituency 12,စစ်ကိုင်းတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,58.895541741%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.199910159%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,1.820608014%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,42.151435479%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Democratic Force,5f3f9035c749de0ddc9de052,1.495593812%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,Mon National Party,5f3f9035c749de0ddc9de066,23.337605200%
Sat Constituency 6,မွန်ပြည်နယ် မဲဆန္ဒနယ် ၆,All Mon Region Democracy Party,5f3f9035c749de0ddc9de039,9.994847336%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.612881271%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Union Pa-O National Organization,5f3f9035c749de0ddc9de075,2.780014897%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,3.839842406%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,44.891238180%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Inn National Development Party,5f3f9035c749de0ddc9de047,3.087414028%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Federal Union Party (FUP),5f3f9035c749de0ddc9de073,1.570079818%
Shan Constituency 1,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၁,Danu National Democracy Party,5f3f9035c749de0ddc9de065,2.218529400%
Shan Constituency 2,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၂,United Democratic Party,5f3f9035c749de0ddc9de03c,2.332800620%
Shan Constituency 2,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.055789627%
Shan Constituency 2,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၂,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,40.409705070%
Shan Constituency 2,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၂,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,9.942854376%
Shan Constituency 2,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,15.258850308%
Shan Constituency 3,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.914119967%
Shan Constituency 3,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၃,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,31.467543793%
Shan Constituency 3,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၃,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,8.170451960%
Shan Constituency 3,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,22.619814969%
Shan Constituency 3,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၃,,,2.828069311%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.040292136%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,4.984678983%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,34.579420796%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,7.811908594%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,National Unity Party,5f3f9035c749de0ddc9de02e,3.811329325%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,26.488409675%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,Danu National Democracy Party,5f3f9035c749de0ddc9de065,3.403865965%
Shan Constituency 4,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၄,,,0.880094526%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.116517570%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,Ta-Arng (Palaung) National Party,5f3f9035c749de0ddc9de038,24.859776896%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,Shan Nationalities League for Democracy,5f3f9035c749de0ddc9de064,21.834374448%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,10.618803847%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,9.892206158%
Shan Constituency 5,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၅,,,6.678321081%
Shan Constituency 6,ရှမ်းပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.814411980%
